year	year_id	team_id	team_name	position	player_id	player_name	player_url	class_year	gp	gs	g	gs2	goals	assists	points	shots	shot_pct	sog	sog_pct	gwg	man-up_g	man-down_g	gb	to	ct	fo_won	fos_taken	fo_pct	pen	pen_time	ggp	ggs	g_min	goals_allowed	gaa	saves	save_pct	rc	yc	clears	att	clear_pct
2016	12380	526	SUNY Oneonta	10	1533963	Doody, Nathan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1533963	Jr	12	12	12	12	22	5	27	73	0.301	42	0.575		5		5	23	2				3	300												
2016	12380	526	SUNY Oneonta	11	1430174	Buono, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1430174	Sr	12	1	12	1			0								15	2	2				4	240												
2016	12380	526	SUNY Oneonta	77	1662834	Solomito, Alec	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1662834	So	11	1	11	1	10	6	16	34	0.294	26	0.765	2	3		7	12					3	180												
2016	12380	526	SUNY Oneonta	3	1533962	King, Daniel	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1533962	Sr	11	5	11	5	9	6	15	27	0.333	20	0.741	1			7	8					5	240												
2016	12380	526	SUNY Oneonta	40	1770475	McCormack, Pete	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1770475	Fr	11	1	11	1			0								7	2																		
2016	12380	526	SUNY Oneonta	8	1770452	Stasko, Troy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1770452	So	11	11	11	11		3	3	2		1	0.500				62	9	1	110	207	0.531	2	150												
2016	12380	526	SUNY Oneonta	28	1430171	Colligan, Patrick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1430171	Sr	10	0	10		9	1	10	18	0.500	15	0.833		3		9	5																		
2016	12380	526	SUNY Oneonta	34	1770473	Kickel, Jimmy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1770473	Fr	10	0	10		7	6	13	44	0.159	22	0.500		1		8	12	2				7	330												
2016	12380	526	SUNY Oneonta	66	1770478	Carroll, Shane	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1770478	Fr	9	0	9				0									1																		
2016	12380	526	SUNY Oneonta	7	1430160	Heller, Josh	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1430160	Sr	9	0	9		1		1	8	0.125	5	0.625				1	3	1				2	120												
2016	12380	526	SUNY Oneonta	14	1770455	Campos, Brett	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1770455	Fr	9	2	9	2			0								26	3	1	48	87	0.552														
2016	12380	526	SUNY Oneonta	4	1536513	Montgomery, Charles	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1536513	Jr	9	0	9		3	1	4	15	0.200	6	0.400				2	4																		
2016	12380	526	SUNY Oneonta	31	1770472	Miles, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1770472	Fr	8	5	8	5	5	3	8	13	0.385	9	0.692				8	9																		
2016	12380	526	SUNY Oneonta	25	1770459	LaSalla, Nicholas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1770459	Jr	8	1	8	1	2	1	3	6	0.333	4	0.667				2	4					1	60												
2016	12380	526	SUNY Oneonta	20	1430167	Kalbacher, Taylor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1430167	Sr	7	1	7	1	2		2	16	0.125	9	0.562				2	5					1	60												
2016	12380	526	SUNY Oneonta	37	1662831	Quinn, Liam	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1662831	So	7	0	7			1	1								3						1	60												
2016	12380	526	SUNY Oneonta	18	1770457	Helfman, Andrew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1770457	Fr	6	0	6				0								2								6		3,735	10	9.639	9	0.474					
2016	12380	526	SUNY Oneonta	32	1662828	DeLuca, Hunter	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1662828	So	6	4	6	4	4	3	7	21	0.190	12	0.571	1			9	11	2	1	1	1.000	5	210												
2016	12380	526	SUNY Oneonta	12	1770453	Kimmel, Danny	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1770453	So	4	0	4				0								1																			
2016	12380	526	SUNY Oneonta	6	1770451	Panno, Stephen	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1770451	Fr	4	0	4		3	2	5	6	0.500	4	0.667		1			2					1	30												
2016	12380	526	SUNY Oneonta	13	1770454	Callahan, Brendan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1770454	Fr	3	0	3		1	2	3	4	0.250	3	0.750					1	2																	
2016	12380	526	SUNY Oneonta	21	1662818	Oballe, Christopher	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1662818	So	3	0	3				0																											
2016	12380	526	SUNY Oneonta	45	1662833	Denike, Richie	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1662833	So	3	0	3		2	2	4	3	0.667	2	0.667				3		1																	
2016	12380	526	SUNY Oneonta	43	1770477	Saliani, TJ	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1770477	So	2	0	2				0								3			2	5	0.400														
2016	12380	526	SUNY Oneonta	42	1770476	Engelken, Tommy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1770476	Jr	2	0	2				0	1		1	1.000					1																		
2016	12380	526	SUNY Oneonta	99	1770479	Ragimierski, Matthew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1770479	So	2	0	2		2	2	4	6	0.333	3	0.500				1	1					1	60												
2016	12380	526	SUNY Oneonta	15	1770456	Lockwood, Christopher	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1770456	Fr	2	0	2		1		1	2	0.500	1	0.500					1																		
2016	12380	526	SUNY Oneonta	2	1662829	Parry, Joe	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1662829	Sr	2	0	2				0	1																										
2016	12380	526	SUNY Oneonta	88	1662835	Sehres, Andrew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1662835	So	1	0	1				0																											
2016	12380	526	SUNY Oneonta	9	1662819	Connery, Jack	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1662819	So	1	0	1				0								1								1		1,269	2	5.674	2	0.500					
2016	12380	526	SUNY Oneonta	35	1770474	Buchner, Sean	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1770474	Fr	1	0	1				0																											
2016	12380	9500	SUNY Poly	37	1774035	Elsenbeck, Connor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1774035	Jr	15	0	15		8	9	17	44	0.182	21	0.477				34	21	1	5	12	0.417	5	270												
2016	12380	9500	SUNY Poly	13	1774030	Seydler, Regan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1774030	Sr	15	15	15	15	1		1	4	0.250	4	1.000				44	15	28				7	510												
2016	12380	9500	SUNY Poly	10	1774028	Daucher, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1774028	Fr	15	10	15	10			0								20	6	13				3	180												
2016	12380	9500	SUNY Poly	8	1774026	Heldt, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1774026	Jr	15	14	15	14	26	5	31	122	0.213	82	0.672	1	3		25	34	3	3	10	0.300	5	270												
2016	12380	9500	SUNY Poly	6	1774025	Stojkowski, Nikolas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1774025	Jr	15	0	15				0	4		1	0.250				25	8	3	98	217	0.452	1	60												
2016	12380	9500	SUNY Poly	4	1774024	Rivie, Daniel	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1774024	Fr	15	14	15	14	4	4	8	34	0.118	17	0.500				44	21	17	8	31	0.258	3	150												
2016	12380	9500	SUNY Poly	40	1669081	Evans, Zach	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1669081	Sr	15	15	15	15			0								37	13	17				1	60												
2016	12380	9500	SUNY Poly	24	1669076	Hennessey, Casey	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1669076	So	15	14	15	14			0								11	8	18				11	540												
2016	12380	9500	SUNY Poly	7	1669073	Ferrucci, R.J.	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1669073	Sr	15	15	15	15			0	1		1	1.000				39	11	1						15	15	48,855	152	11.200	158	0.510					
2016	12380	9500	SUNY Poly	26	1553567	Levanti, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1553567	Sr	15	5	15	5	20	10	30	80	0.250	48	0.600	1	1		33	25	19	1	1	1.000	5	270												
2016	12380	9500	SUNY Poly	00	1553550	Beyer, Joey	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1553550	Jr	15	12	15	12	12	4	16	40	0.300	24	0.600	1	2		12	22	5				2	90												
2016	12380	9500	SUNY Poly	2	1443203	Wurz, Andrew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1443203	Sr	15	14	15	14	13	2	15	71	0.183	46	0.648	1			40	17	12	4	24	0.167	2	90												
2016	12380	9500	SUNY Poly	31	1669079	Nembhard, Neil	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1669079	Sr	14	7	14	7	13	8	21	57	0.228	35	0.614	1	2		28	24	4				1	30												
2016	12380	9500	SUNY Poly	9	1774027	Wilson, Sean	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1774027	Fr	13	0	13		1	1	2	6	0.167	4	0.667				22	15	3																	
2016	12380	9500	SUNY Poly	11	1553553	Brenon, Nicholas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1553553	Jr	12	5	12	5			0	1		1	1.000				12	14	7																	
2016	12380	9500	SUNY Poly	23	1774034	Sobolewski, Jonathan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1774034	Fr	11	0	11		1		1	2	0.500	2	1.000		1		15	3	2	15	37	0.405														
2016	12380	9500	SUNY Poly	22	1553558	Steinhilber, Alex	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1553558	Jr	10	0	10			1	1	1							4	1	1																	
2016	12380	9500	SUNY Poly	1	1774023	DeCrisci, Nicholas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1774023	Jr	10	6	10	6	5		5	28	0.179	15	0.536				8	11	3				1	60												
2016	12380	9500	SUNY Poly	27	1444934	Cicak, Robert	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1444934	Jr	10	1	10	1	3		3	15	0.200	9	0.600				4	8	1				1	60												
2016	12380	9500	SUNY Poly	29	1672124	Bytner, Nicholas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1672124	So	7	0	7				0									1	1																	
2016	12380	9500	SUNY Poly	20	1672001	Baptiste, Anthony	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1672001	Sr	6	1	6	1			0								4		2																	
2016	12380	9500	SUNY Poly	28	1553568	Kowalczyk, Brian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1553568	Jr	5	0	5				0	1								2	1																	
2016	12380	9500	SUNY Poly		1778778	,	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1778778	N/A	5	2	5	2	3		3	8	0.375	7	0.875				2	8					2	60												
2016	12380	9500	SUNY Poly	5	1669074	Rimoli, Steven	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1669074	So	4	0	4				0								3								4		4,235	17	14.451	14	0.452					
2016	12380	9500	SUNY Poly	14	1774031	Garrett, Noah	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1774031	Fr	4	0	4		3	1	4	4	0.750	3	0.750		1		2	5																		
2016	12380	9500	SUNY Poly	21	1774033	Toach, Ben	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1774033	Sr	3	0	3				0								1																			
2016	12380	9500	SUNY Poly	12	1774029	Michaels, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1774029	Fr	3	0	3				0								1	2	1																	
2016	12380	9500	SUNY Poly	17	1774032	Reynolds, Jake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1774032	Fr	3	0	3				0									1																		
2016	12380	9500	SUNY Poly	25	1672123	Evanchuck, Chris	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1672123	So	2	0	2				0																2		910	1	3.956	3	0.750					
2016	12380	552	SUNY Potsdam	2	1778957	Clark, Lucas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1778957	Jr	16	16	16	16			0								21	9	7				2	120												
2016	12380	552	SUNY Potsdam	45	1657429	Martin, Brian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1657429	Sr	16	16	16	16	16	10	26	59	0.271	32	0.542		2		45	21	9				5	240												
2016	12380	552	SUNY Potsdam	25	1657419	Orsini, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1657419	So	16	0	16		8	7	15	16	0.500	8	0.500				12	12	1				2	120												
2016	12380	552	SUNY Potsdam	11	1657415	Pound, Lindsey	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1657415	Sr	16	0	16		1	3	4	4	0.250	2	0.500				72	23	34	29	66	0.439	5	300												
2016	12380	552	SUNY Potsdam	10	1657414	Soderquist, Eric	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1657414	So	16	16	16	16	33	13	46	123	0.268	54	0.439	1	5		26	41	5	1	1	1.000	2	120												
2016	12380	552	SUNY Potsdam	5	1657413	Grace, Brandon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1657413	Sr	16	1	16	1			0								35	2		136	265	0.513	3	300												
2016	12380	552	SUNY Potsdam	38	1544340	Armstrong, Alex	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1544340	Jr	16	16	16	16			0								7	2	3				6	330												
2016	12380	552	SUNY Potsdam	19	1544330	Moran, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1544330	Jr	16	15	16	15	19	8	27	83	0.229	43	0.518		1		12	14					2	90												
2016	12380	552	SUNY Potsdam	27	1441088	Doherty, Ed	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1441088	Sr	16	16	16	16	27	9	36	96	0.281	52	0.542	7	5		45	21	8				3	120												
2016	12380	552	SUNY Potsdam	15	1441087	Bonafede, Pat	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1441087	Sr	16	16	16	16	19	20	39	77	0.247	39	0.506		1		23	28	6				5	270												
2016	12380	552	SUNY Potsdam	23	1441086	Swords, Andrew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1441086	Sr	16	16	16	16		1	1	1		1	1.000				38	3	10				7	390												
2016	12380	552	SUNY Potsdam	29	1441089	Kennedy, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1441089	Sr	15	0	15		8	1	9	57	0.140	23	0.404				59	19	11				12	570												
2016	12380	552	SUNY Potsdam	44	1441091	Gropp, Pete	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1441091	Sr	15	15	15	15			0								27	11	2						15	15	53,761	153	10.245	190	0.554					
2016	12380	552	SUNY Potsdam	16	1544327	Sollenne, Bobby	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1544327	Jr	15	0	15				0								18	6	7																	
2016	12380	552	SUNY Potsdam	6	1544321	Boulio, Casey	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1544321	Jr	15	0	15		4	2	6	12	0.333	10	0.833				2	5	2				1	60												
2016	12380	552	SUNY Potsdam	28	1544333	Stone, Berkley	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1544333	Jr	14	14	14	14	19	2	21	54	0.352	35	0.648	1	3		32	11	6				4	210												
2016	12380	552	SUNY Potsdam	14	1544326	Hayes, Joe	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1544326	Jr	11	0	11		3	1	4	7	0.429	5	0.714		1		4	1	2																	
2016	12380	552	SUNY Potsdam	33	1657422	Carvin, Eugene	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1657422	So	11	0	11				0								3	3	1																	
2016	12380	552	SUNY Potsdam	18	1544329	Roukous, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1544329	Jr	10	2	10	2	6	3	9	10	0.600	6	0.600	1	1		10	3	1				1	30												
2016	12380	552	SUNY Potsdam	43	1657428	Leveroni, Marc	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1657428	So	8	0	8				0	1		1	1.000				4			8	24	0.333	2	60												
2016	12380	552	SUNY Potsdam	34	1778965	Graniello, Chris	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1778965	Fr	6	0	6				0	2								2																		
2016	12380	552	SUNY Potsdam	41	1657426	Prine, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1657426	So	6	0	6				0								2	1	1																	
2016	12380	552	SUNY Potsdam	36	1778966	Carbone, Gabe	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1778966	Fr	5	0	5		1		1	4	0.250	4	1.000				2	2																		
2016	12380	552	SUNY Potsdam	12	1544335	Canino, Lucas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1544335	Jr	5	0	5				0								2	1	1	14	24	0.583	2	90												
2016	12380	552	SUNY Potsdam	8	1544322	Lewis, Adam	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1544322	Jr	5	0	5				0								1	1																		
2016	12380	552	SUNY Potsdam	17	1544328	Lewis, Stephen	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1544328	Jr	4	0	4				0	1		1	1.000				3																			
2016	12380	552	SUNY Potsdam	30	1778963	Sheridan, Zach	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1778963	Fr	3	0	3				0								1								2		756	1	4.762	3	0.750					
2016	12380	552	SUNY Potsdam	37	1441092	Kemp, Brandon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1441092	Sr	3	0	3				0																											
2016	12380	552	SUNY Potsdam	7	1441093	Corcoran, Jack	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1441093	Sr	3	1	3	1			0								2	2							3	1	3,079	7	8.184	7	0.500					
2016	12380	552	SUNY Potsdam	9	1778959	Daniels, Desmond	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1778959	Fr	3	0	3				0									1																		
2016	12380	552	SUNY Potsdam	4	1778958	Davis, Ross	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1778958	So	2	0	2				0																											
2016	12380	552	SUNY Potsdam	1	1544317	Bezek, Jack	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1544317	Jr	2	0	2				0								1		1						2		475	1	7.579	1	0.500					
2016	12380	552	SUNY Potsdam	32	1544336	Keller, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1544336	Jr	2	0	2				0																											
2016	12380	552	SUNY Potsdam	31	1778964	Lazore, Karonhiate	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1778964	So	2	0	2			1	1	3		1	0.333				1																			
2016	12380	552	SUNY Potsdam	35	1657418	Dominy, Gyle	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1657418	So	1	0	1				0								3																			
2016	12380	552	SUNY Potsdam	40	1778967	Tuohy, TJ	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1778967	Fr	1	0	1				0																											
2016	12380	552	SUNY Potsdam	42	1778968	Coe, Sean	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1778968	Fr	1	0	1				0																1		233	2	30.901	1	0.333					
2016	12380	552	SUNY Potsdam	24	1778962	Pendell, Kyle	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1778962	So	1	0	1				0											1	2	0.500														
2016	12380	552	SUNY Potsdam	46	1657430	Power, Kyle	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1657430	So	1	0	1				0																											
2016	12380	30064	Saint Vincent	98	1758495	Sharp, Hunter	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1758495	So	13	0	13		14	2	16	61	0.230	35	0.574		4		17	12	3																	
2016	12380	30064	Saint Vincent	40	1758492	Kennedy, Jeremy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1758492	Fr	13	11	13	11	32	13	45	102	0.314	73	0.716	4	3		38	39	5				1	120												
2016	12380	30064	Saint Vincent	17	1758487	Filyo, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1758487	Fr	13	0	13		3	4	7	23	0.130	13	0.565				15	11	5				1	120												
2016	12380	30064	Saint Vincent	47	1651379	Docherty, Stephen	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1651379	Sr	13	12	13	12		2	2								32	5	16				9	510												
2016	12380	30064	Saint Vincent	36	1651377	Wagner, Granville	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1651377	So	13	5	13	5			0								37	3	16				2	120												
2016	12380	30064	Saint Vincent	33	1651376	Sosnak, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1651376	So	13	3	13	3			0								14	3	13				1	60												
2016	12380	30064	Saint Vincent	24	1651375	Durst, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1651375	So	13	12	13	12		1	1	1							33	7	19				6	360												
2016	12380	30064	Saint Vincent	6	1651372	Wohlin, John	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1651372	So	13	0	13		1		1	4	0.250	1	0.250				24	6	4	44	86	0.512	1	30												
2016	12380	30064	Saint Vincent	4	1651371	Hogeback, Anthony	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1651371	So	13	13	13	13	14	40	54	45	0.311	28	0.622		2		34	48	3				6	210												
2016	12380	30064	Saint Vincent	10	1540777	Souders, Jon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1540777	Jr	13	0	13		3	11	14	18	0.167	11	0.611	1			8	9	3																	
2016	12380	30064	Saint Vincent	9	1540776	Russo, Charlie	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1540776	Sr	13	13	13	13	5	2	7	15	0.333	8	0.533				51	9		106	207	0.512	1	30												
2016	12380	30064	Saint Vincent	2	1540773	Masten, Brendon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1540773	Jr	13	7	13	7	23	5	28	49	0.469	39	0.796	1	3		16	20	4				3	120												
2016	12380	30064	Saint Vincent	55	1781044	Mueser, Alex	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1781044	N/A	13	5	13	5	29	3	32	98	0.296	53	0.541		2		20	19	9				10	630												
2016	12380	30064	Saint Vincent	15	1758486	Sterling, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1758486	Fr	12	5	12	5			0								12	4	6				1	30												
2016	12380	30064	Saint Vincent	12	1540779	Gonzalez, Greg	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1540779	Sr	12	12	12	12			0								18	4	4						12	11	36,000	92	9.200	97	0.513					
2016	12380	30064	Saint Vincent	8	1432009	Linville, Corbin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1432009	Sr	11	1	11	1	3	1	4	13	0.231	8	0.615				3	1	1				1	30												
2016	12380	30064	Saint Vincent	38	1758491	Findle, Keith	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1758491	Fr	11	4	11	4	3		3	7	0.429	4	0.571				20	10	6																	
2016	12380	30064	Saint Vincent	11	1651373	Hough, Trevor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1651373	Jr	11	10	11	10		1	1	2		1	0.500				45	11	15				4	180												
2016	12380	30064	Saint Vincent	26	1758497	Oxenreiter, Tim	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1758497	Sr	9	7	9	7	11	17	28	36	0.306	22	0.611	1	2		16	12	2				3	120												
2016	12380	30064	Saint Vincent	19	1758488	Seader, Eric	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1758488	Fr	9	0	9			1	1	1							6	4	4				2	90												
2016	12380	30064	Saint Vincent	21	1651374	Grus, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1651374	So	8	5	8	5	1	2	3	6	0.167	2	0.333				35	14	18				2	120												
2016	12380	30064	Saint Vincent	31	1758490	Labuskes, Ross	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1758490	Fr	7	0	7				0	2		2	1.000				3	1	1																	
2016	12380	30064	Saint Vincent	14	1758485	Puvel, Joe	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1758485	Fr	7	4	7	4			0	10		7	0.700				17	12	4																	
2016	12380	30064	Saint Vincent	16	1671412	Paquin, Sam	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1671412	Fr	7	0	7				0	6		4	0.667				2	3	1	1	4	0.250														
2016	12380	30064	Saint Vincent	5	1540775	Wetzel, Jon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1540775	Jr	6	0	6				0								2	2	5																	
2016	12380	30064	Saint Vincent	39	1651378	McMillen, Connor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1651378	So	6	1	6	1			0								12	2	2						6	1	10,800	20	6.667	18	0.474					
2016	12380	30064	Saint Vincent	20	1540782	Findle, Jack	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1540782	Jr	1	0	1				0								1		1	1	1	1.000														
2016	12380	30064	Saint Vincent	13	1758484	Bilodeau, John	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1758484	Fr	1	0	1				0																											
